wordID	wordCS	word	lemma	Pos
18193	ever	ever	ever	rg21
18194	gauge	gauge	gauge	nn1
18195	blow	blow	blow	vv0_nn1
18196	audition	audition	audition	vvi
18197	stabbing	stabbing	stab	vvg
18198	CARRIE	carrie	carrie	np1
18199	DOC	doc	doc	nn1
18200	unity	unity	unity	nn1
18201	landed	landed	land	vvd_vvn
18202	godfather	godfather	godfather	nn1
18204	Change	change	change	vv0_nn1
18205	Sync	sync	sync	np1
18207	peed	peed	pee	vvd
18208	hasty	hasty	hasty	jj
18209	breakfast	breakfast	breakfast	nn1_vv0@
18210	Thinks	thinks	think	vvz
18211	antenna	antenna	antenna	nn1
18212	DOWN	down	down	rp_ii@
18214	Open	open	open	jj
18215	intensive	intensive	intensive	jj
18216	it's-it	it's-it	--	pph1
18217	Rigby	rigby	rigby	np1
18218	fortunately	fortunately	fortunately	rr
18219	squash	squash	squash	nn1
18220	man	man	man	vv0%_nn1
18221	lifelong	lifelong	lifelong	jj
18222	2006	2006	2006	mc
18223	oranges	oranges	orange	nn2
18224	grieving	grieving	grieving	jj
18225	pleased	pleased	please	vvn@_jj
18226	hamster	hamster	hamster	nn1
18227	Constable	constable	constable	np1_nn1
18228	resource	resource	resource	nn1
18229	flawless	flawless	flawless	jj
18230	navigate	navigate	navigate	vvi
18231	prisons	prisons	prison	nn2
18232	coworkers	coworkers	co-worker	nn2
18233	La	la	la	fu_fw
18234	deployed	deployed	deploy	vvn
18235	cold	cold	cold	nn1
18236	cuts	cuts	cut	nn2_vvz
18237	attendant	attendant	attendant	nn1
18238	rushed	rushed	rush	vvd
18239	randy	randy	randy	jj
18240	Norfolk	norfolk	norfolk	np1
18241	floating	floating	float	vvg_jj
18242	Breakfast	breakfast	breakfast	nn1_vv0@
18243	Guard	guard	guard	vv0
18244	uncertain	uncertain	uncertain	jj
18245	drift	drift	drift	nn1
18246	relative	relative	relative	jj_nn1
18247	rooftop	rooftop	rooftop	nn1
18248	sonic	sonic	sonic	jj
18249	restored	restored	restore	vvn
18250	that	that	that	rg%_dd1
18251	AM	am	am	ra@
18252	epi	epi	ep	nn2
18253	grenades	grenades	grenade	nn2
18254	@tires_squealing	tiressquealing	--	x
18255	manipulative	manipulative	manipulative	jj
18256	Thought	thought	think	vvd_vvn_nn1
18257	pointed	pointed	point	vvn
18258	baker	baker	baker	nn1
18259	casing	casing	casing	nn1
18260	attracted	attracted	attract	vvn_vvd
18262	assistants	assistants	assistant	nn2
18263	journalism	journalism	journalism	nn1
18264	code	code	code	nn1_vv0@
18265	[GROWLS]	[growls]	--	@1
18266	recommended	recommended	recommend	vvd
18267	study	study	study	vv0@
18268	Dalek	dalek	--	np1
18269	advances	advances	advance	nn2
18270	GUN	gun	gun	nn1
18271	lighten	lighten	lighten	vvi
18273	service	service	service	nn1_vv0@
18274	smell	smell	smell	nn1_vv0
18276	Demon	demon	demon	nn1
18277	stale	stale	stale	jj
18278	champions	champions	champion	nn2
18279	await	await	await	vv0
18280	Worf	worf	worf	np1
18282	detecting	detecting	detect	vvg
18283	PANTS	pants	pant	nn2
18284	draw	draw	draw	nn1@
18285	Search	search	search	vv0@
18286	slow	slow	slow	jj_rr@_vv0@
18287	no	no	no	uh_nn1%
18288	Sweden	sweden	sweden	np1
18289	out	out	out	rl22
18290	parked	parked	park	vvn_vvd
18291	scouts	scouts	scout	nn2
18292	Abu	abu	abu	np1
18293	Cap	cap	cap	nn1_vv0@
18294	paralysis	paralysis	paralysis	nn1
18295	Anonymous	anonymous	anonymous	jj
18297	[stammers]	[stammers]	--	@1
18298	idle	idle	idle	jj
18299	rubble	rubble	rubble	nn1
18300	brave	brave	brave	jj_nn1@
18301	answers	answers	answer	nn2_vvz
18302	Wh-What	wh-what	wh-what	ddq
18303	palms	palms	palm	nn2
18304	reviewing	reviewing	review	vvg
18305	equations	equations	equation	nn2
18306	struggle	struggle	struggle	vvi
18307	Duffy	duffy	duffy	np1
18308	Chuckling	chuckling	chuckle	vvg_nn1@
18309	control	control	control	vv0_nn1
18310	Nervous	nervous	nervous	jj
18311	SYSTEM	system	system	nn1
18312	recognise	recognise	recognize	vv0
18313	remarks	remarks	remark	nn2
18314	tights	tights	tights	nn2
18315	whiff	whiff	whiff	nn1
18316	Goliath	goliath	goliath	np1
18317	encouragement	encouragement	encouragement	nn1
18319	conceal	conceal	conceal	vvi
18320	Place	place	place	nnl1
18321	THAT	that	that	rg
18322	sucked	sucked	suck	vvd_vvn
18323	unemployment	unemployment	unemployment	nn1
18324	P	p	xx_p	zz1
18325	update	update	update	vvi
18326	intent	intent	intent	jj_nn1
18327	bailing	bailing	bail	vvg
18328	fag	fag	fag	nn1
18329	Disneyland	disneyland	disneyland	np1
18330	t	t	t	pph1
18331	Due	due	due	ii21
18332	gross	gross	gross	jj_vv0@
18333	named	named	name	vvn_vvd
18334	IN	in	in	ii_rp%
18335	Little	little	little	jj_da1
18336	Perry	perry	perry	np1_nn1
18338	Bristol	bristol	bristol	np1
18339	$25,000	$25,000	--	nnu
18340	waitin	waitin	waitin	nn1
18341	Mia	mia	mia	nn1_np1@
18342	Tell	tell	tell	vv0_np1%
18343	smoothie	smoothie	smoothie	nn1
18344	stroll	stroll	stroll	nn1
18345	[Police_radio_chatter]	[police_radio_chatter]	--	@1
18347	Edison	edison	edison	np1
18348	pleases	pleases	please	vvz
18349	53	53	53	mc
18350	hygiene	hygiene	hygiene	nn1
18351	placement	placement	placement	nn1
18352	2:30	2:30	2:30	mc
18353	impose	impose	impose	vvi
18354	zones	zones	zone	nn2
18355	Forty	forty	forty	mc
18356	gallon	gallon	gallon	nnu1
18357	Vancouver	vancouver	vancouver	np1
18358	density	density	density	nn1
18359	possession	possession	possession	ii32
18360	trusted	trusted	trusted	jj
18362	Taken	taken	take	vvn
18363	blessings	blessings	blessing	nn2
18364	intrusion	intrusion	intrusion	nn1
18365	Gandhi	gandhi	gandhi	np1
18366	makeover	makeover	makeover	vv0
18367	livin	livin	livin	nn1
18368	Titus	titus	titus	np1
18369	restraint	restraint	restraint	nn1
18370	testosterone	testosterone	testosterone	nn1
18371	lined	lined	line	vvn_vvd@
18372	delivered	delivered	deliver	vvn_vvd
18373	rose	rose	rise	vvd
18374	irregular	irregular	irregular	jj
18375	coppers	coppers	copper	nn2
18376	isn't	isn't	--	#nnu
18377	hobbies	hobbies	hobby	nn2
18378	inherited	inherited	inherit	vvd
18379	file	file	file	nn1_vv0@
18380	billy	billy	billy	nn1
18381	mob	mob	mob	nn1_jj@
18382	sedan	sedan	sedan	nn1
18383	off-limits	off-limits	off-limits	jj
18385	Argentina	argentina	argentina	np1
18386	unprofessional	unprofessional	unprofessional	jj
18387	shaped	shaped	shape	vvn
18388	boundary	boundary	boundary	nn1
18389	courtyard	courtyard	courtyard	nn1
18391	waste	waste	waste	nn1_jj@
18392	White	white	white	np1_jj
18394	See	see	see	vv0_nn1@
18395	Rand	rand	rand	np1
18397	Nicola	nicola	nicola	np1
18398	@crowd_cheering	crowdcheering	--	x
18399	Gorgeous	gorgeous	gorgeous	jj
18400	statute	statute	statute	nn1
18401	run	run	run	vvn_nn1
18402	requirements	requirements	requirement	nn2
18403	shot	shot	shoot	vvd_vvn_nn1
18404	Silence	silence	silence	nn1_vv0@
18405	disappearing	disappearing	disappear	vvg_jj
18406	definitive	definitive	definitive	jj
18407	ambitions	ambitions	ambition	nn2
18408	Cut	cut	cut	vv0_nn1
18409	alert	alert	alert	nn1@_vv0_jj
18410	pop	pop	pop	nn1_vv0
18411	Died	died	die	vvd_vvn@
18412	comply	comply	comply	vvi
18413	9th	9th	9th	md
18414	brothel	brothel	brothel	nn1
18415	bloodshed	bloodshed	bloodshed	nn1
18416	16-year-old	16-year-old	16-year-old	jj
18417	Rach	rach	rach	np1
18419	Flowers	flowers	flower	nn2
18420	in	in	in	rr21_ii
18421	raccoon	raccoon	raccoon	nn1
18423	past	past	past	ii_jj_rl
18424	Groaning	groaning	groan	vvg
18425	hides	hides	hide	vvz
18426	Important	important	important	jj
18427	firefighter	firefighter	firefighter	nn1
18428	rains	rains	rain	vvz
18429	Grand	grand	grand	jj_np1@
18430	dancing	dancing	dancing	nn1_jj@
18431	necessity	necessity	necessity	nn1
18433	hormone	hormone	hormone	nn1
18434	incomplete	incomplete	incomplete	jj
18435	freighter	freighter	freighter	nn1
18436	unavailable	unavailable	unavailable	jj
18437	recreate	recreate	re-create	vvi
18438	2003	2003	2003	mc
18439	infrastructure	infrastructure	infrastructure	nn1
18440	RJ	rj	rj	np1
18441	potassium	potassium	potassium	nn1
18442	besides	besides	besides	rr_ii
18443	Willie	willie	willie	np1_nn1
18444	samurai	samurai	samurai	nn
18445	bathing	bathing	bathing	jj@_nn1@
18446	vendetta	vendetta	vendetta	nn1
18447	loaded	loaded	loaded	jj
18448	learnt	learnt	learn	vvn
18449	Means	means	mean	vvz_nn
18450	amazed	amazed	amazed	jj
18451	looking	looking	looking	jj%_vvg
18452	Natural	natural	natural	jj
18453	Cor	cor	cor	uh
18454	functioning	functioning	function	vvg
18455	organized	organized	organize	vvn
18456	IDs	ids	id	nn2
18457	Bernadette	bernadette	bernadette	np1
18458	Strike	strike	strike	vv0
18459	described	described	describe	vvd_vvn
18460	rubber	rubber	rubber	nn1_jj
18461	sacrificed	sacrificed	sacrifice	vvd
18462	Britta	britta	britta	np1
18463	Phelps	phelps	phelps	np1
18465	violations	violations	violation	nn2
18467	grind	grind	grind	vvi
18468	carve	carve	carve	vvi
18469	reply	reply	reply	nn1
18470	livestock	livestock	livestock	nn
18471	conversion	conversion	conversion	nn1
18472	exclusively	exclusively	exclusively	rr
18473	Fortune	fortune	fortune	nn1
18474	sigh	sigh	sigh	nn1
18475	Mexicans	mexicans	mexican	nn2
18476	9-1-1	9-1-1	9-1-1	mcmc
18477	HELP	help	help	nn1
18478	Cardassian	cardassian	cardassian	jj
18479	recording	recording	recording	nn1_jj@
18480	Gotham	gotham	gotham	np1_nn1@
18481	lining	lining	line	vvg
18482	lively	lively	lively	jj
18483	UNDERSTAND	understand	understand	vv0
18484	ENGINE	engine	engine	nn1
18485	WEDDING	wedding	wedding	nn1
18486	Grimes	grimes	grimes	np1
18487	expelled	expelled	expel	vvn
18488	tacky	tacky	tacky	jj
18489	blacks	blacks	black	nn2
18490	unlimited	unlimited	unlimited	jj
18491	puppets	puppets	puppet	nn2
18492	announced	announced	announce	vvn
18493	dealt	dealt	deal	vvd
18494	republic	republic	republic	nn1
18495	for	for	for	rr21_if
18496	guv	guv	guv	nn1
18497	Smallville	smallville	smallville	np1
18498	purity	purity	purity	nn1
18499	Crichton	crichton	crichton	np1
18500	wreck	wreck	wreck	vvi
18501	stolen	stolen	steal	vvn_jj@
18502	bending	bending	bend	vvg
18503	cooperative	cooperative	cooperative	jj
18504	store	store	store	nn1_vv0@
18505	Auto	auto	auto	nn1
18506	good	good	good	rr22_jj
18507	approached	approached	approach	vvn
18508	violate	violate	violate	vvi
18509	defendants	defendants	defendant	nn2
18510	shoved	shoved	shove	vvd
18511	understatement	understatement	understatement	nn1
18512	Yuck	yuck	yuck	uh
18513	shuts	shuts	shut	vvz
18514	200,000	200,000	200,000	mc
18515	videotape	videotape	videotape	nn1
18516	truthful	truthful	truthful	jj
18517	%	%	%	nnu
18518	pick-up	pick-up	pickup	nn1
18519	SINGING	singing	sing	vvg_nn1@
18520	temples	temples	temple	nn2
18521	speakers	speakers	speaker	nn2
18522	SOUNDS	sounds	sound	vvz
18523	satisfied	satisfied	satisfied	jj_vvn@
18524	$30	$30	--	nnu
18525	Stop	stop	stop	nn1
18526	LATE	late	late	jj
18527	strengths	strengths	strength	nn2
18528	Hobbs	hobbs	hobbs	np1
18529	risk	risk	risk	nn1_vv0
18530	oh-oh	oh-oh	oh-oh	uh
18531	TAKES	takes	take	vvz
18532	sanity	sanity	sanity	nn1
18533	40%	40%	--	nnu
18535	K9	k9	k9	fo
18536	refugee	refugee	refugee	nn1
18537	gunpoint	gunpoint	gunpoint	nn1
18538	senate	senate	senate	nn1
18539	stuffed	stuffed	stuff	vvn
18540	given	given	given	cs21
18541	Melody	melody	melody	nn1
18542	porno	porno	porno	nn1
18543	date	date	--	n
18545	went	went	go	vvn
18546	TAKEN	taken	take	vvn
18547	riches	riches	riches	nn2
18548	screams	screams	scream	nn2
18549	L.A.P.D	l.a.p.d	--	#np1
18550	literary	literary	literary	jj
18551	applied	applied	apply	vvn
18552	vertical	vertical	vertical	jj
18553	hog	hog	hog	nn1
18554	pints	pints	pint	nnu2
18556	tired	tired	tired	jj_vvn%
18557	OPENS	opens	open	vvz
18558	Earlier	earlier	early	rrr_jjr
18559	na-na	na-na	na-na	nn1
18560	furnace	furnace	furnace	nn1
18562	scratches	scratches	scratch	nn2
18563	Apology	apology	apology	nn1
18564	flying	flying	fly	vvg_nn1
18565	Super	super	super	jj_nn1@
18566	locket	locket	locket	nn1
18567	Asshole	asshole	asshole	nn1
18568	awake	awake	awake	vv0@
18569	mafia	mafia	mafia	nn1
18570	popularity	popularity	popularity	nn1
18571	preventing	preventing	prevent	vvg
18572	hoodie	hoodie	hoodie	nn1
18573	tapping	tapping	tap	vvg
18574	cop	cop	cop	vv0_nn1
18575	issue	issue	issue	nn1_vv0
18576	suggested	suggested	suggest	vvn
18577	chase	chase	chase	vv0
18578	indoors	indoors	indoors	rl
18579	figures	figures	figure	vvz@
18580	right-hand	right-hand	right-hand	jj
18581	Goldberg	goldberg	goldberg	np1
18582	payday	payday	payday	nn1
18583	mint	mint	mint	nn1_jj
18584	murdered	murdered	murdered	jj
18585	smile	smile	smile	vv0_nn1
18586	blake	blake	blake	np
18587	Samson	samson	samson	np1
18588	accommodate	accommodate	accommodate	vvi
18589	rival	rival	rival	jj_nn1
18590	sittin	sittin	sittin	nn1
18591	teamwork	teamwork	teamwork	nn1
18592	Elton	elton	elton	np1
18593	smuggle	smuggle	smuggle	vvi
18594	repeating	repeating	repeat	vvg
18595	calling	calling	call	vvg_nn1@_jj@
18596	moaning	moaning	moan	vvg_nn1@
18597	concerning	concerning	concerning	ii_vvg
18598	fitted	fitted	fit	vvn
18599	intellect	intellect	intellect	nn1
18600	Sundays	sundays	sundays	npd2
18601	impulses	impulses	impulse	nn2
18602	driving	driving	driving	jj_nn1@
18603	paris	paris	paris	nn1
18604	sonny	sonny	sonny	nn1
18605	Se	se	se	np1_nd1
18606	brunette	brunette	brunette	nn1
18607	Throughout	throughout	throughout	ii
18608	Pop	pop	pop	nn1
18609	included	included	include	vvd
18610	Right	right	right	jj
18611	undermine	undermine	undermine	vvi
18612	let	let	let	vv0_vvn@
18613	breaking	breaking	break	vvg_nn1@
18614	gathering	gathering	gathering	nn1
18615	Shop	shop	shop	nn1
18616	firing	firing	firing	nn1_vvg
18617	northeast	northeast	northeast	nd1
18618	funnier	funnier	funny	jjr
18619	Catholic	catholic	catholic	nn1_jj
18622	transporting	transporting	transport	vvg
18624	Lars	lars	lars	np1
18625	nigel	nigel	nigel	np
18627	boost	boost	boost	vvi
18628	Daria	daria	daria	np1
18629	quantity	quantity	quantity	nn1
18630	ALAN	alan	alan	np1
18631	no	no	--	#uh
18632	strawberries	strawberries	strawberry	nn2
18633	interrogate	interrogate	interrogate	vvi
18634	avoided	avoided	avoid	vvn
18635	87	87	87	mc
18636	mighty	mighty	mighty	rg@_jj
18637	continents	continents	continent	nn2
18638	los	los	los	fw
18639	spouse	spouse	spouse	nn1
18640	antiques	antiques	antique	nn2
18642	sat	sat	sit	vvn
18643	WIN	win	win	vvi
18644	Praise	praise	praise	vv0
18645	Taco	taco	taco	np1
18646	signed	signed	sign	vvn_vvd
18648	pouch	pouch	pouch	nn1
18649	content	content	content	nn1
18650	live	live	live	jj_vv0_rr@
18651	crossword	crossword	crossword	nn1
18652	Lately	lately	lately	rr
18653	seller	seller	seller	nn1
18654	Maris	maris	maris	fw
18655	Carol	carol	carol	np1_nn1@
18656	manual	manual	manual	jj_nn1
18657	intrude	intrude	intrude	vvi
18658	commonly	commonly	commonly	rr
18659	clean	clean	clean	jj_rr%
18660	neurological	neurological	neurological	jj
18661	25th	25th	25th	md
18662	Cory	cory	cory	np1_nn1_jj
18663	prehistoric	prehistoric	prehistoric	jj
18664	And-and	and-and	--	cc
18666	pronounce	pronounce	pronounce	vvi
18667	Mateo	mateo	mateo	np1
18668	lacking	lacking	lack	vvg
18669	funerals	funerals	funeral	nn2
18670	tick	tick	tick	nn1
18671	extended	extended	extended	jj@
18672	Frasier	frasier	frasier	nn1_np1@_jjr
18673	Right	right	right	jj_nn1
18674	Open	open	open	jj_vv0
18675	ruled	ruled	rule	vvd
18676	improved	improved	improve	vvn
18677	councilman	councilman	councilman	nn1
18678	splash	splash	splash	nn1
18679	senseless	senseless	senseless	jj
18680	COMPANY	company	company	nn1
18681	Fruit	fruit	fruit	nn
18682	slow	slow	slow	vv0@
18683	inhabitants	inhabitants	inhabitant	nn2
18684	Jodie	jodie	jodie	np1
18685	insulin	insulin	insulin	nn1
18686	trips	trips	trip	nn2_vvz
18687	Pilot	pilot	pilot	nn1
18688	Blessed	blessed	blessed	jj
18689	costing	costing	cost	vvg
18690	Deb	deb	deb	nn1_np1@
18691	Jessie	jessie	jessie	np1_nn1
18692	licking	licking	lick	vvg
18693	satisfactory	satisfactory	satisfactory	jj
18694	Harm	harm	harm	vv0_nn1
18695	Hogan	hogan	hogan	nn1_np1@
18696	Goodman	goodman	goodman	np1
18697	cradle	cradle	cradle	nn1
18698	meaning	meaning	meaning	nn1_vvg
18699	lifting	lifting	lift	vvg
18700	planetary	planetary	planetary	jj
18701	die	die	die	vv0_nn1%
18702	Frasier	frasier	frasier	np1_nn1
18703	hoax	hoax	hoax	nn1
18704	kiss	kiss	kiss	vv0_nn1
18705	surroundings	surroundings	surroundings	nn2
18706	superb	superb	superb	jj
18707	unusually	unusually	unusually	rr
18708	beginnings	beginnings	beginning	nn2
18709	grandchild	grandchild	grandchild	nn1
18710	straightaway	straightaway	straightaway	rr
18711	Missed	missed	miss	vvd_vvn
18712	Keeper	keeper	keeper	nn1
18713	infected	infected	infect	vvn_jj
18714	financials	financials	financial	nn2
18715	rural	rural	rural	jj
18716	counting	counting	count	vvg_nn1
18717	Matter	matter	--	n
18718	secretive	secretive	secretive	jj
18719	contained	contained	contain	vvn
18720	rescuing	rescuing	rescue	vvg
18721	bounced	bounced	bounce	vvd
18722	Gasping	gasping	gasp	vvg
18723	Rhonda	rhonda	rhonda	np1
18725	PARENTS	parents	parent	nn2
18726	Ada	ada	ada	np1
18727	exercise	exercise	exercise	nn1_vv0
18728	flavour	flavour	flavor	nn1
18730	Wicked	wicked	wicked	jj
18731	Whitman	whitman	whitman	np1
18732	wounded	wounded	wound	vvn
18733	prepping	prepping	prep	vvg
18734	Outside	outside	outside	rl
18735	press	press	press	vv0_nn1
18736	evolve	evolve	evolve	vvi
18737	blur	blur	blur	nn1
18739	left	left	leave	vvd_jj
18740	Blade	blade	blade	nn1
18741	3	3	--	#mc
18743	57	57	57	mc
18744	@music_playing	musicplaying	--	x
18745	fortunes	fortunes	fortune	nn2
18746	HEAR	hear	hear	vv0
18747	[Door_Opens]	[door_opens]	--	@1
18748	disrespect	disrespect	disrespect	nn1
18749	Cullen	cullen	cullen	np1
18750	conveniently	conveniently	conveniently	rr
18751	technological	technological	technological	jj
18752	crocodile	crocodile	crocodile	nn1
18753	blind	blind	blind	jj_vv0@
18754	Stargate	stargate	stargate	np1_nn1@
18755	diesel	diesel	diesel	nn1
18756	witty	witty	witty	jj
18758	garment	garment	garment	nn1
18759	standing	standing	standing	nn1_jj@
18760	Zeke	zeke	zeke	np1
18761	booked	booked	book	vvn_jj
18762	voicemail	voicemail	voicemail	nn1
18763	glitter	glitter	glitter	nn1
18764	ship	ship	ship	nn1_vv0@
18765	[Tim]	[tim]	--	@1
18766	nightfall	nightfall	nightfall	nnt1
18767	printed	printed	print	vvn
18768	healing	healing	healing	nn1_jj
18769	Paladin	paladin	paladin	np1
18770	Alone	alone	alone	rr_jj
18771	[Inhales_deeply]	[inhales_deeply]	--	@1
18772	Surprised	surprised	surprised	jj
18773	Screams	screams	scream	vvz_nn2
18774	organized	organized	organized	jj@
18775	lot	lot	lot	rr33
18776	filmed	filmed	film	vvn
18777	culprit	culprit	culprit	nn1
18778	RYAN	ryan	ryan	np1
18779	reduction	reduction	reduction	nn1
18780	consumption	consumption	consumption	nn1
18781	claw	claw	claw	nn1
18782	disastrous	disastrous	disastrous	jj
18783	secure	secure	secure	jj_vv0
18784	Mighty	mighty	mighty	jj
18785	retired	retired	retired	jj
18786	blocks	blocks	block	nn2_vvz@
18787	Second	second	second	nnt1_md
18788	ready	ready	ready	vv0%_rr@
18789	Facebook	facebook	facebook	nn1
18790	vous	vous	vous	fw
18791	scanning	scanning	scan	vvg
18792	grilled	grilled	grilled	jj
18793	tape	tape	tape	vvi
18794	missed	missed	miss	vvn_vvd
18795	jerky	jerky	jerky	jj
18796	Gardens	gardens	garden	nn2
18797	metals	metals	metal	nn2
18798	deposit	deposit	deposit	nn1_vv0
18800	plain	plain	plain	jj_rr@
18801	battalion	battalion	battalion	nn1
18802	awful	awful	awful	rr32
18803	His	his	his	ppge@
18804	Swan	swan	swan	np1
18805	Fucking	fucking	fucking	jj_rr
18806	D.J	d.j	d.j	np1
18807	Bag	bag	bag	nn1
18808	biblical	biblical	biblical	jj
18809	urgency	urgency	urgency	nn1
18810	TED	ted	ted	np1
18811	hit	hit	hit	nn1@_vvn
18812	armed	armed	armed	jj_vvn
18813	explosive	explosive	explosive	jj_nn1@
18814	brochure	brochure	brochure	nn1
18815	greenhouse	greenhouse	greenhouse	nn1
18816	Cooper	cooper	cooper	np1_nn1@
18817	patches	patches	patch	nn2
18818	announced	announced	announce	vvd
18819	Massive	massive	massive	jj
18821	find	find	find	nn1%_vv0
18822	sherry	sherry	sherry	nn1
18823	combo	combo	combo	nn1
18824	insulted	insulted	insult	vvn
18825	intel	intel	intel	nn1_vv0
18826	parasites	parasites	parasite	nn2
18827	oyster	oyster	oyster	nn1
18829	remained	remained	remain	vvd
18830	Pour	pour	pour	vv0
18831	command	command	command	nn1_vv0
18832	roster	roster	roster	nn1
18833	considered	considered	consider	vvn_vvd
18834	left	left	left	jj_rl%_vvn
18835	bookstore	bookstore	bookstore	nn1
18836	infected	infected	infected	jj
18837	airway	airway	airway	nn1
18838	apes	apes	ape	nn2
18839	pardon	pardon	pardon	vv0@
18840	TO	to	to	ii@
18841	pottery	pottery	pottery	nn1
18842	tossed	tossed	toss	vvn
18843	surprised	surprised	surprise	vvn%_jj
18844	Pablo	pablo	pablo	np1
18845	due	due	due	jj_rr%
18846	treacherous	treacherous	treacherous	jj
18847	calcium	calcium	calcium	nn1
18848	visiting	visiting	visiting	jj_vvg
18849	inside	inside	inside	rl21
18850	Berry	berry	berry	np1
18851	invite	invite	invite	nn1%_vv0
18852	Cage	cage	cage	nn1
18853	craziest	craziest	crazy	jjt
18854	purple	purple	purple	jj_nn1@
18855	Count	count	count	vv0_nn1
18856	Boss	boss	boss	nn1
18857	rolling	rolling	rolling	jj_vvg
18859	Boring	boring	boring	jj
18860	albums	albums	album	nn2
18861	HR	hr	hr	nnu
18862	Little	little	little	rr
18863	battling	battling	battle	vvg
18864	Yum	yum	yum	uh
18865	host	host	host	vvi
18866	linking	linking	link	vvg
18867	saving	saving	saving	nn1_vvg
18868	Donnelly	donnelly	donnelly	np1
18869	goons	goons	goon	nn2
18870	chatter	chatter	chatter	nn1
18871	TV	tv	--	#nn1
18872	ALL	all	all	rr@_db
18873	canned	canned	canned	jj
18874	geography	geography	geography	nn1
18875	plan	plan	plan	vv0_nn1
18876	wish	wish	wish	vv0_nn1
18877	BEFORE	before	before	ii_cs
18878	Tara	tara	tara	uh
18879	W	w	w	zz1
18880	Mac	mac	mac	np1_nn1@
18881	fits	fits	fit	vvz_nn2
18882	Cromwell	cromwell	cromwell	np1
18883	busted	busted	bust	vvn@_jj@
18884	58	58	58	mc
18885	denied	denied	deny	vvd_vvn
18886	wheels	wheels	wheel	nn2_vvz
18887	Beware	beware	beware	vv0
18888	Letting	letting	let	vvg
18889	flowing	flowing	flow	vvg_jj
18890	constructed	constructed	construct	vvn
18891	granny	granny	granny	nn1
18892	drought	drought	drought	nn1
18893	shut	shut	shut	vvd_vv0
18894	Pleasure	pleasure	pleasure	nn1_vv0%
18895	shocking	shocking	shocking	jj_vvg@
18896	skunk	skunk	skunk	nn1
18897	excited	excited	excite	vvn@_jj_vvd@
18898	shoulda	shoulda	shoulda	nn1
18899	defend	defend	defend	vv0
18900	plans	plans	plan	vvz
18901	hollywood	hollywood	hollywood	nn1
18902	canteen	canteen	canteen	nn1
18903	instead	instead	instead	cs21%_ii21
18904	15-year-old	15-year-old	15-year-old	jj
18906	nearby	nearby	nearby	rl_jj
18908	Evidently	evidently	evidently	rr
18909	Avatar	avatar	avatar	nn1_np1
18910	round	round	round	rp_jj
18912	Don	don	don	nn1_np1
18913	Nile	nile	nile	np1
18914	Awful	awful	awful	jj
18915	spray	spray	spray	nn1_vv0
18916	warrants	warrants	warrant	nn2
18917	rise	rise	rise	vv0
18918	near	near	near	jj@
18919	perjury	perjury	perjury	nn1
18920	Forward	forward	forward	rl
18921	Forbes	forbes	forbes	np1
18922	Ugly	ugly	ugly	jj
18923	keyboard	keyboard	keyboard	nn1
18924	A	a	--	#np1_nnu
18925	Kramer	kramer	kramer	np1_nn1
18926	Roman	roman	roman	nn1_jj_np1@
18928	Cheer	cheer	cheer	vv0
18929	high-school	high-school	high-school	jj_nn1
18930	SERIOUS	serious	serious	jj
18931	beam	beam	beam	nn1_vv0
18932	Hour	hour	hour	nnt1
18933	Baghdad	baghdad	baghdad	np1
18934	cowards	cowards	coward	nn2
18935	Klingon	klingon	klingon	nn1_np1
18936	promise	promise	promise	nn1_vv0
18937	Command	command	command	nn1_vv0
18938	Soldier	soldier	soldier	nn1
18939	accomplished	accomplished	accomplish	vvd_vvn
18940	imperial	imperial	imperial	jj
18941	risen	risen	rise	vvn
18942	empty-handed	empty-handed	empty-handed	jj
18943	speed	speed	speed	nn1_vv0@
18944	endorsement	endorsement	endorsement	nn1
18945	knack	knack	knack	nn1
18946	comb	comb	comb	nn1
18947	Down	down	down	ii@_rp
18948	Eduardo	eduardo	eduardo	np1
18949	Dracula	dracula	dracula	np1
18950	Missouri	missouri	missouri	np1
18951	Place	place	place	nn1_vv0
18952	Winner	winner	winner	nn1
18953	Killing	killing	kill	vvg_nn1
18954	edgy	edgy	edgy	jj
18955	injured	injured	injure	vvn_jj
18956	increased	increased	increased	jj
18957	Arnie	arnie	arnie	np1
18958	Until	until	until	cs_ii@
18960	spread	spread	spread	vv0_vvd
18961	tasted	tasted	taste	vvd
18963	READY	ready	ready	jj
18964	Rivers	rivers	river	np1
18965	standard	standard	standard	nn1
18966	downs	downs	down	nn2
18967	Animals	animals	animal	nn2
18968	gravel	gravel	gravel	nn1
18969	Ambulance	ambulance	ambulance	nn1
18970	faces	faces	face	vvz
18971	viruses	viruses	virus	nn2
18972	discomfort	discomfort	discomfort	nn1
18973	trace	trace	trace	nn1_vv0
18974	gardening	gardening	gardening	nn1
18975	an	an	an	rr31
18976	tortured	tortured	torture	vvd
18977	accelerator	accelerator	accelerator	nn1
18978	formed	formed	form	vvd
18979	wanted	wanted	wanted	jj@
18981	attach	attach	attach	vv0
18982	88	88	88	mc
18984	Particularly	particularly	particularly	rr
18985	flirt	flirt	flirt	vvi
18986	Order	order	order	vv0@_nn1
18987	unbearable	unbearable	unbearable	jj
18988	faults	faults	fault	nn2
18989	relying	relying	rely	vvg
18990	Foreman	foreman	foreman	np1
18991	teaching	teaching	teaching	nn1_vvg
18992	refill	refill	refill	nn1
